Source,Target,Weight
rsv,taiwan,3
rsv,threat,3
rsv,university hospital,3
rsv,variable,3
rsv,viral pneumonia,3
rsv,vivo,3
rsv,score,2
rsv,society,2
rsv,t cell,2
rsv,toll,2
rsv,topic,2
rsv,total number,2
rsv,toxicity,2
rsv,ventilation,2
rsv,vietnam,2
rsv,viral rna,2
rsv,virus titer,2
rsv,vsv,2
rsv,ward,2
rsv,segment,1
rsv,service,1
rsv,sex,1
rsv,signal,1
rsv,specific,1
rsv,specific antibody,1
rsv,staff,1
rsv,staining,1
rsv,stimulation,1
rsv,subunit,1
rsv,synthesis,1
rsv,t lymphocyte,1
rsv,titer,1
rsv,titre,1
rsv,training,1
rsv,transcript,1
rsv,transcription,1
rsv,transportation,1
rsv,uncertainty,1
rsv,united state,1
rsv,user,1
rsv,vaccine strain,1
rsv,vesicular stomatitis virus,1
rsv,viral antigen,1
rsv,viral entry,1
rsv,viral protein,1
rsv,viral titer,1
rsv,virion,1
rsv,virus entry,1
rsv,virus particle,1
rsv,virus replication,1
rsv,western blot,1
rsv,wild type,1
rsv,world health organization,1
rsv,wuhan,1
rt pcr,sequence,43
rt pcr,specimen,40
rt pcr,total,33
rt pcr,sequence analysis,28
rt pcr,study design,22
rt pcr,symptom,21
rt pcr,surveillance,19
rt pcr,swab,19
rt pcr,viral rna,19
rt pcr,season,15
rt pcr,vitro,14
rt pcr,sera,13
rt pcr,virus isolation,13
rt pcr,serum sample,11
rt pcr,tgev,11
rt pcr,transmissible gastroenteritis virus,11
rt pcr,september,10
rt pcr,standard,10
rt pcr,titer,10
rt pcr,viral replication,10
rt pcr,virus detection,10
rt pcr,score,9
rt pcr,serotype,9
rt pcr,winter,9
rt pcr,spike,8
rt pcr,survey,8
rt pcr,test result,8
rt pcr,throat swab,8
rt pcr,young child,8
rt pcr,staining,7
rt pcr,study period,7
rt pcr,tnf,7
rt pcr,transfection,7
rt pcr,western blot,7
rt pcr,segment,6
rt pcr,structure,6
rt pcr,subject,6
rt pcr,summary background,6
rt pcr,swine,6
rt pcr,threat,6
rt pcr,titre,6
rt pcr,viral agent,6
rt pcr,signal,5
rt pcr,template,5
rt pcr,una,5
rt pcr,vaccine strain,5
rt pcr,viral genome,5
rt pcr,wild type,5
rt pcr,subunit,4
rt pcr,t cell,4
rt pcr,translation,4
rt pcr,university,4
rt pcr,university hospital,4
rt pcr,vaccine candidate,4
rt pcr,virus genome,4
rt pcr,virus titer,4
rt pcr,western blot analysis,4
rt pcr,wuhan,4
rt pcr,scale,3
rt pcr,spike protein,3
rt pcr,t lymphocyte,3
rt pcr,taiwan,3
rt pcr,transcription,3
rt pcr,transcription factor,3
rt pcr,united state,3
rt pcr,vero cell,3
rt pcr,viral antigen,3
rt pcr,viral particle,3
rt pcr,viral respiratory infection,3
rt pcr,viral titer,3
rt pcr,virale,3
rt pcr,viremia,3
rt pcr,virus particle,3
rt pcr,virus replication,3
rt pcr,woman,3
rt pcr,world health organization,3
rt pcr,year period,3
rt pcr,section,2
rt pcr,service,2
rt pcr,sex,2
rt pcr,situation,2
rt pcr,specific,2
rt pcr,staff,2
rt pcr,stimulation,2
rt pcr,suppression,2
rt pcr,synthesis,2
rt pcr,toll,2
rt pcr,transcript,2
rt pcr,tropism,2
rt pcr,united states,2
rt pcr,upper respiratory tract infection,2
rt pcr,viral pneumonia,2
rt pcr,virion,2
rt pcr,vivo,2
rt pcr,western blotting,2
rt pcr,science,1
rt pcr,specific antibody,1
rt pcr,structural protein,1
rt pcr,substitution,1
rt pcr,surveillance system,1
rt pcr,team,1
rt pcr,theory,1
rt pcr,total number,1
rt pcr,toxicity,1
rt pcr,transplantation,1
rt pcr,travel,1
rt pcr,user,1
rt pcr,ventilation,1
rt pcr,vietnam,1
rt pcr,visit,1
rt pcr,vlp,1
rt pcr,vomiting,1
rt pcr,vsv,1
rt pcr,worker,1
scale,score,21
scale,structure,21
scale,symptom,16
scale,situation,12
scale,subject,11
scale,survey,10
scale,threat,9
scale,total,9
scale,sequence,8
scale,surveillance,8
scale,training,8
scale,service,7
scale,science,6
scale,university,6
scale,variable,5
scale,vivo,5
scale,woman,5
scale,wuhan,5
scale,scenario,4
scale,september,4
scale,society,4
scale,standard,4
scale,surveillance system,4
scale,topic,4
scale,travel,4
scale,viral protein,4
scale,web,4
scale,season,3
scale,signal,3
scale,study design,3
scale,study period,3
scale,taiwan,3
scale,theory,3
scale,total number,3
scale,una,3
scale,user,3
scale,worker,3
scale,sex,2
scale,specific antibody,2
scale,stimulation,2
scale,summary background,2
scale,supply,2
scale,swine,2
scale,titer,2
scale,translation,2
scale,united state,2
scale,united states,2
scale,upper respiratory tract infection,2
scale,ventilation,2
scale,vero cell,2
scale,vietnam,2
scale,viral replication,2
scale,virus entry,2
scale,visit,2
scale,vitro,2
scale,ward,2
scale,year period,2
scale,sequence analysis,1
scale,serotype,1
scale,specific,1
scale,specimen,1
scale,staff,1
scale,substitution,1
scale,substrate,1
scale,swab,1
scale,t cell,1
scale,t cell response,1
scale,target cell,1
scale,transcription,1
scale,transfection,1
scale,transportation,1
scale,tropism,1
scale,university hospital,1
scale,vesicular stomatitis virus,1
scale,viral rna,1
scale,virus genome,1
scale,vsv,1
scale,western blot analysis,1
scale,world health organization,1
scale,young child,1
scenario,structure,17
scenario,situation,13
scenario,threat,12
scenario,surveillance,9
scenario,staff,8
scenario,survey,8
scenario,training,8
scenario,sequence,7
scenario,topic,7
scenario,travel,7
scenario,variable,7
scenario,science,6
scenario,score,6
scenario,service,6
scenario,team,6
scenario,total,6
scenario,uncertainty,6
scenario,wuhan,6
scenario,society,5
scenario,september,4
scenario,standard,4
scenario,supply,4
scenario,theory,4
scenario,united state,4
scenario,united states,4
scenario,woman,4
scenario,worker,4
scenario,surveillance system,3
scenario,symptom,3
scenario,transportation,3
scenario,user,3
scenario,ventilation,3
scenario,world health organization,3
scenario,signal,2
scenario,subject,2
scenario,substrate,2
scenario,summary background,2
scenario,swab,2
scenario,taiwan,2
scenario,toll,2
scenario,total number,2
scenario,university hospital,2
scenario,viral pneumonia,2
scenario,viral titer,2
scenario,virus isolation,2
scenario,winter,2
scenario,season,1
scenario,section,1
scenario,sex,1
scenario,specific,1
scenario,study period,1
scenario,suppression,1
scenario,swine,1
scenario,synthesis,1
scenario,t cell,1
scenario,t cell response,1
scenario,template,1
scenario,titre,1
scenario,transcript,1
scenario,university,1
scenario,vietnam,1
scenario,viral agent,1
scenario,viral antigen,1
scenario,viral particle,1
scenario,viral protein,1
scenario,virus detection,1
scenario,virus replication,1
scenario,visit,1
scenario,vivo,1
scenario,web,1
science,university,23
science,web,21
science,structure,16
science,theory,13
science,threat,12
science,topic,11
science,world health organization,10
science,synthesis,8
science,standard,7
science,symptom,7
science,team,7
science,sequence,6
science,society,6
science,subject,6
science,united states,6
science,vitro,6
science,woman,6
science,surveillance,5
science,surveillance system,5
science,training,5
science,user,5
science,wuhan,5
science,section,4
science,uncertainty,4
science,score,3
science,september,3
science,signal,3
science,situation,3
science,stimulation,3
science,summary background,3
science,supply,3
science,total,3
science,toxicity,3
science,worker,3
science,season,2
science,segment,2
science,service,2
science,staff,2
science,study design,2
science,survey,2
science,swab,2
science,taiwan,2
science,test result,2
science,throat swab,2
science,translation,2
science,travel,2
science,ventilation,2
science,viral particle,2
science,viral rna,2
science,vivo,2
science,sex,1
science,spike protein,1
science,substrate,1
science,suppression,1
science,t cell,1
science,target cell,1
science,tnf,1
science,toll,1
science,total number,1
science,transcription,1
science,transcription factor,1
science,transfection,1
science,transplantation,1
science,transportation,1
science,united state,1
science,university hospital,1
science,vaccine candidate,1
science,variable,1
science,vietnam,1
science,viral agent,1
science,viral genome,1
science,viral pneumonia,1
science,virion,1
science,virus particle,1
science,virus replication,1
science,ward,1
science,western blot,1
science,western blot analysis,1
score,symptom,37
score,total,29
score,subject,21
score,training,20
score,survey,19
score,variable,15
score,taiwan,10
score,university,10
score,woman,10
score,staff,8
score,study design,8
score,season,7
score,september,7
score,sequence,7
score,sex,7
score,structure,7
score,surveillance,7
score,university hospital,7
score,ventilation,7
score,study period,6
score,threat,6
score,visit,6
score,worker,6
score,wuhan,6
score,service,5
score,upper respiratory tract infection,5
score,viral pneumonia,5
score,section,4
score,situation,4
score,summary background,4
score,surveillance system,4
score,test result,4
score,theory,4
score,throat swab,4
score,una,4
score,virus titer,4
score,serum sample,3
score,specimen,3
score,standard,3
score,swab,3
score,tnf,3
score,topic,3
score,user,3
score,viral respiratory infection,3
score,vitro,3
score,winter,3
score,world health organization,3
score,sera,2
score,serotype,2
score,specific antibody,2
score,supply,2
score,suppression,2
score,t cell,2
score,team,2
score,titer,2
score,transcript,2
score,transplantation,2
score,transportation,2
score,viremia,2
score,virus detection,2
score,vomiting,2
score,ward,2
score,young child,2
score,segment,1
score,signal,1
score,society,1
score,spike,1
score,stimulation,1
score,substrate,1
score,swine,1
score,synthesis,1
score,t cell response,1
score,template,1
score,transcription,1
score,transcription factor,1
score,tropism,1
score,united state,1
score,vaccine candidate,1
score,vesicular stomatitis virus,1
score,vietnam,1
score,viral particle,1
score,viral protein,1
score,viral rna,1
score,viral titer,1
score,virus entry,1
score,virus replication,1
score,vivo,1
score,web,1
score,western blot,1
score,year period,1
season,winter,27
season,total,19
season,surveillance,18
season,symptom,18
season,specimen,14
season,subject,14
season,variable,13
season,survey,11
season,study period,10
season,september,8
season,surveillance system,8
season,sequence,7
season,study design,7
season,staff,6
season,swab,6
season,threat,6
season,young child,6
season,sequence analysis,5
season,sex,5
season,una,5
season,university,5
season,ward,5
season,sera,4
season,service,4
season,taiwan,4
season,titer,4
season,travel,4
season,united states,4
season,university hospital,4
season,virale,4
season,virus detection,4
season,visit,4
season,wuhan,4
season,society,3
season,standard,3
season,structure,3
season,team,3
season,total number,3
season,training,3
season,united state,3
season,upper respiratory tract infection,3
season,situation,2
season,spike,2
season,staining,2
season,summary background,2
season,supply,2
season,test result,2
season,throat swab,2
season,transplantation,2
season,ventilation,2
season,viral agent,2
season,world health organization,2
season,year period,2
season,segment,1
season,specific,1
season,specific antibody,1
season,spike protein,1
season,substitution,1
season,suppression,1
season,tgev,1
season,titre,1
season,tnf,1
season,topic,1
season,transmissible gastroenteritis virus,1
season,tropism,1
season,user,1
season,vaccine candidate,1
season,vietnam,1
season,viral antigen,1
season,viral genome,1
season,virus isolation,1
season,web,1
season,western blot,1
season,woman,1
season,worker,1
section,subject,19
section,structure,9
section,topic,8
section,society,7
section,staining,7
section,symptom,7
section,signal,5
section,situation,5
section,threat,5
section,vitro,5
section,woman,5
section,sequence,4
section,serum sample,3
section,service,3
section,staff,3
section,standard,3
section,survey,3
section,swine,3
section,total,3
section,university,3
section,university hospital,3
section,viral rna,3
section,sera,2
section,specimen,2
section,spike,2
section,structural protein,2
section,supply,2
section,t cell,2
section,taiwan,2
section,theory,2
section,throat swab,2
section,tropism,2
section,user,2
section,viral replication,2
section,web,2
section,worker,2
section,september,1
section,sequence analysis,1
section,serotype,1
section,sex,1
section,specific antibody,1
section,study period,1
section,substrate,1
section,subunit,1
section,summary background,1
section,surveillance,1
section,team,1
section,template,1
section,tgev,1
section,titer,1
section,titre,1
section,toll,1
section,total number,1
section,toxicity,1
section,training,1
section,transcription factor,1
section,transmissible gastroenteritis virus,1
section,transplantation,1
section,transportation,1
section,travel,1
section,una,1
section,united states,1
section,variable,1
section,viral antigen,1
section,viral genome,1
section,viral particle,1
section,viral protein,1
section,virion,1
section,virus detection,1
section,virus isolation,1
section,virus particle,1
section,vivo,1
section,winter,1
section,year period,1
segment,sequence,33
segment,structure,25
segment,synthesis,10
segment,sequence analysis,9
segment,subunit,8
segment,viral protein,8
segment,vitro,8
segment,translation,7
segment,viral genome,7
segment,virion,7
segment,tgev,6
segment,transmissible gastroenteritis virus,6
segment,structural protein,5
segment,symptom,5
